1, 3.8758173387099557, 3.151921033859253, 1
2, 3.5484142164688266, 2.4834980964660645, 1
3, 4.007143407481326, 1.4331929683685303, 1
4, 4.007143407481326, 2.83418869972229, 1
5, 3.5484142164688266, 1.9321284294128418, 1
6, 4.640651292693662, 1.0836148262023926, 1
7, 4.640651292693662, 2.0005619525909424, 1
8, 3.8758173387099557, 1.4992339611053467, 1
9, 3.536425975166053, 3.4512710571289062, 1
10, 4.367913815423337, 2.598963975906372, 1
11, 4.640651292693662, 2.0003151893615723, 1
12, 4.5058481962860615, 2.684051752090454, 1
13, 4.007143407481326, 2.6998870372772217, 1
14, 3.680304997809611, 2.4000070095062256, 1
15, 4.498100620042222, 1.1490020751953125, 1
16, 2.963043317131354, 1.8174629211425781, 1
17, 2.963043317131354, 1.250412940979004, 1
18, 3.8758173387099557, 1.9496040344238281, 1
19, 4.760835137329532, 1.8166189193725586, 0
20, 4.760835137329532, 1.9334840774536133, 1
1, 2.963043317131354, 1.3504550457000732, 1
2, 3.5484142164688266, 1.5522608757019043, 1
3, 3.9559771207124457, 0.881511926651001, 1
4, 4.760835137329532, 1.8342740535736084, 1
5, 4.640651292693662, 1.6171252727508545, 1
6, 4.591870907539449, 1.3333427906036377, 1
7, 5.071283110690778, 2.532708168029785, 0
8, 4.235783001708212, 1.1335477828979492, 1
9, 4.235783001708212, 1.5511071681976318, 1
10, 3.680304997809611, 1.1168417930603027, 1
11, 5.126165337158578, 1.182974100112915, 1
12, 4.272650940635159, 2.167746067047119, 1
13, 4.015705847960232, 2.014559030532837, 1
14, 4.235783001708212, 1.1680419445037842, 1
15, 4.498100620042222, 1.3478691577911377, 1
16, 3.5484142164688266, 1.2676117420196533, 1
17, 3.5484142164688266, 1.350081205368042, 1
18, 4.591870907539449, 1.284287929534912, 1
19, 4.879687587484055, 2.064311981201172, 1
20, 3.680304997809611, 2.085638999938965, 1
1, 4.498100620042222, 1.1161208152770996, 1
2, 4.591870907539449, 1.3511719703674316, 1
3, 3.117735199061295, 1.6005752086639404, 1
4, 4.662290215178692, 2.133126735687256, 1
5, 4.879687587484055, 1.700911045074463, 1
6, 3.117735199061295, 2.6327602863311768, 1
7, 4.240639415847988, 1.966458797454834, 1
8, 3.9711072377977623, 2.9002878665924072, 1
9, 3.9711072377977623, 1.4987881183624268, 1
10, 4.570152225139991, 1.5007929801940918, 1
11, 3.117735199061295, 1.5681378841400146, 1
12, 3.536425975166053, 1.7985591888427734, 1
13, 3.9559771207124457, 1.2497889995574951, 1
14, 4.662290215178692, 2.234139919281006, 1
15, 4.662290215178692, 1.7661490440368652, 1
16, 3.5484142164688266, 2.216917037963867, 1
17, 4.367913815423337, 1.3492958545684814, 1
18, 4.662290215178692, 2.5507609844207764, 1
19, 4.007143407481326, 1.6330223083496094, 1
20, 4.670996663271286, 1.4501218795776367, 1
1, 3.536425975166053, 1.5006651878356934, 1
2, 4.859823177564469, 1.5011098384857178, 1
3, 4.670996663271286, 2.0666608810424805, 1
4, 3.9711072377977623, 1.6169631481170654, 1
5, 3.536425975166053, 2.366137742996216, 1
6, 3.117735199061295, 1.3669214248657227, 0
7, 3.117735199061295, 1.7329368591308594, 1
8, 3.536425975166053, 1.6489129066467285, 1
9, 3.9559771207124457, 1.2666878700256348, 1
10, 5.126165337158578, 2.0675971508026123, 1
11, 4.640651292693662, 1.6842989921569824, 1
12, 3.8758173387099557, 1.5318589210510254, 1
13, 3.9559771207124457, 1.4336299896240234, 1
14, 4.879687587484055, 1.9830820560455322, 1
15, 4.879687587484055, 2.4677741527557373, 1
16, 5.126165337158578, 1.532850980758667, 1
17, 4.272650940635159, 1.9844849109649658, 1
18, 4.591870907539449, 1.5828750133514404, 1
19, 4.640651292693662, 2.1333608627319336, 1
20, 5.446163338085654, 1.7986350059509277, 1
